date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:06:59	18801/18801	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ca8875-4971%22	https://demo.egenslab.com/html/gofly/preview/assets/js/popper.min.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/popper.min.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:06:59	143059/143059	---MCZ	200	added ('OK')	application/javascript	etag:%2268ca886f-22ed3%22	https://demo.egenslab.com/html/gofly/preview/assets/js/swiper-bundle.min.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/swiper-bundle.min.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:00	53712/53712	---MCZ	200	added ('OK')	application/javascript	etag:%2268ca886d-d1d0%22	https://demo.egenslab.com/html/gofly/preview/assets/js/slick.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/slick.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:00	9034/9034	---MCZ	200	added ('OK')	application/javascript	etag:%2268ca8871-234a%22	https://demo.egenslab.com/html/gofly/preview/assets/js/waypoints.min.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/waypoints.min.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:00	1074/1074	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ca8879-432%22	https://demo.egenslab.com/html/gofly/preview/assets/js/jquery.counterup.min.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/jquery.counterup.min.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:00	8183/8183	---MCZ	200	added ('OK')	application/javascript	etag:%2268ca886f-1ff7%22	https://demo.egenslab.com/html/gofly/preview/assets/js/wow.min.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/wow.min.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:01	71166/71166	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ca886c-115fe%22	https://demo.egenslab.com/html/gofly/preview/assets/js/gsap.min.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/gsap.min.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:01	40607/40607	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ca8876-9e9f%22	https://demo.egenslab.com/html/gofly/preview/assets/js/ScrollTrigger.min.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/ScrollTrigger.min.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:01	68278/68278	---MCZ	200	added ('OK')	application/javascript	etag:%2268ca8870-10ab6%22	https://demo.egenslab.com/html/gofly/preview/assets/js/jquery.fancybox.min.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/jquery.fancybox.min.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:01	3205/3205	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ca8873-c85%22	https://demo.egenslab.com/html/gofly/preview/assets/js/select-dropdown.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/select-dropdown.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:01	71792/71792	---MCZ	200	added ('OK')	application/javascript	etag:%2268ca8870-11870%22	https://demo.egenslab.com/html/gofly/preview/assets/js/custom.js	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/js/custom.js	(from https://demo.egenslab.com/html/gofly/preview/travel-agency-01.html)
10:07:02	130396/130396	---M--	200	added ('OK')	application/font-woff2	etag:%2268ca8883-1fd5c%22	https://demo.egenslab.com/html/gofly/preview/assets/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/fonts/bootstrap-icons0107.woff2	(from https://demo.egenslab.com/html/gofly/preview/assets/css/bootstrap-icons.css)
10:07:02	176032/176032	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2268ca8884-2afa0%22	https://demo.egenslab.com/html/gofly/preview/assets/fonts/bootstrap-icons.woff?dd67030699838ea613ee6dbda90effa6	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/fonts/bootstrap-icons0107.woff	(from https://demo.egenslab.com/html/gofly/preview/assets/css/bootstrap-icons.css)
10:07:02	4178/4178	---M--	200	added ('OK')	image/gif	etag:%2268ca885b-1052%22	https://demo.egenslab.com/html/gofly/preview/assets/css/ajax-loader.gif	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/css/ajax-loader.gif	(from https://demo.egenslab.com/html/gofly/preview/assets/css/slick-theme.css)
10:07:02	786/786	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2024%20Dec%202025%2004:07:02%20GMT	https://demo.egenslab.com/html/gofly/preview/assets/css/fonts/slick.eot	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/css/fonts/slick.eot	(from https://demo.egenslab.com/html/gofly/preview/assets/css/slick-theme.css)
10:07:03	786/786	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2024%20Dec%202025%2004:07:02%20GMT	https://demo.egenslab.com/html/gofly/preview/assets/css/fonts/slick.eot?	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/css/fonts/slickd41d.eot	(from https://demo.egenslab.com/html/gofly/preview/assets/css/slick-theme.css)
10:07:03	786/786	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2024%20Dec%202025%2004:07:03%20GMT	https://demo.egenslab.com/html/gofly/preview/assets/css/fonts/slick.woff	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/css/fonts/slick.woff	(from https://demo.egenslab.com/html/gofly/preview/assets/css/slick-theme.css)
10:07:03	786/786	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2024%20Dec%202025%2004:07:03%20GMT	https://demo.egenslab.com/html/gofly/preview/assets/css/fonts/slick.ttf	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/css/fonts/slick.ttf	(from https://demo.egenslab.com/html/gofly/preview/assets/css/slick-theme.css)
10:07:03	786/786	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2024%20Dec%202025%2004:07:03%20GMT	https://demo.egenslab.com/html/gofly/preview/assets/css/fonts/slick.svg	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/css/fonts/slick.svg	(from https://demo.egenslab.com/html/gofly/preview/assets/css/slick-theme.css)
10:07:04	292572/292572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2268ca8882-476dc%22	https://demo.egenslab.com/html/gofly/preview/assets/fonts/boxicons.eot	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/fonts/boxicons.eot	(from https://demo.egenslab.com/html/gofly/preview/assets/css/boxicons.min.css)
10:07:04	102988/102988	---M--	200	added ('OK')	application/font-woff2	etag:%2268ca8882-1924c%22	https://demo.egenslab.com/html/gofly/preview/assets/fonts/boxicons.woff2	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/fonts/boxicons.woff2	(from https://demo.egenslab.com/html/gofly/preview/assets/css/boxicons.min.css)
10:07:04	292480/292480	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2268ca8881-47680%22	https://demo.egenslab.com/html/gofly/preview/assets/fonts/boxicons.woff	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/fonts/boxicons.woff	(from https://demo.egenslab.com/html/gofly/preview/assets/css/boxicons.min.css)
10:07:04	292404/292404	---M--	200	added ('OK')	application/octet-stream	etag:%2268ca8881-47634%22	https://demo.egenslab.com/html/gofly/preview/assets/fonts/boxicons.ttf	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/fonts/boxicons.ttf	(from https://demo.egenslab.com/html/gofly/preview/assets/css/boxicons.min.css)
10:07:05	1126691/1126691	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ca8885-113123%22	https://demo.egenslab.com/html/gofly/preview/assets/fonts/boxicons.svg?	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/fonts/boxiconsd41d.svg	(from https://demo.egenslab.com/html/gofly/preview/assets/css/boxicons.min.css)
10:07:05	62992/62992	---M--	200	added ('OK')	image/png	etag:%2268ca898f-f610%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home2/home2-service-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home2/home2-service-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:05	65102/65102	---M--	200	added ('OK')	image/png	etag:%2268ca8921-fe4e%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-service-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-service-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:05	1933/1933	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ca89d4-78d%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home3/vector/service-title-shape.svg	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home3/vector/service-title-shape.svg	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:06	117897/117897	---M--	200	added ('OK')	image/png	etag:%2268ca89a3-1cc89%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home5/home5-service-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home5/home5-service-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:06	101636/101636	---M--	200	added ('OK')	image/png	etag:%2268ca88c6-18d04%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home6/home6-service-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home6/home6-service-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:06	63058/63058	---M--	200	added ('OK')	image/png	etag:%2268ca88dd-f652%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home1/home1-location-search-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home1/home1-location-search-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:06	76393/76393	---M--	200	added ('OK')	image/png	etag:%2268ca890c-12a69%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home4/home4-location-search-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home4/home4-location-search-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:06	42793/42793	---M--	200	added ('OK')	image/png	etag:%2268ca88e9-a729%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home1/home1-testimonial-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home1/home1-testimonial-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:07	252/252	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ca89c4-fc%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home1/icon/home1-counter-divider.svg	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home1/icon/home1-counter-divider.svg	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:07	32151/32151	---M--	200	added ('OK')	image/png	etag:%2268ca8920-7d97%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-counter-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-counter-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:07	97182/97182	---M--	200	added ('OK')	image/png	etag:%2268ca88cf-17b9e%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home1/footer-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home1/footer-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:07	46234/46234	---M--	200	added ('OK')	image/png	etag:%2268ca898f-b49a%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home2/home2-package-slider-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home2/home2-package-slider-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:07	49696/49696	---M--	200	added ('OK')	image/png	etag:%2268ca8995-c220%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home2/home2-about-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home2/home2-about-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:08	80054/80054	---M--	200	added ('OK')	image/png	etag:%2268ca8991-138b6%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home2/home2-testimonial-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home2/home2-testimonial-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:08	54285/54285	---M--	200	added ('OK')	image/png	etag:%2268ca8926-d40d%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-destination-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-destination-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:08	93181/93181	---M--	200	added ('OK')	image/png	etag:%2268ca8925-16bfd%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-about-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-about-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:08	255338/255338	---M--	200	added ('OK')	image/png	etag:%2268ca8919-3e56a%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-tour-guide-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-tour-guide-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:09	3345/3345	---M--	200	added ('OK')	image/png	etag:%2268ca8887-d11%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/guide-img-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/guide-img-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:09	47711/47711	---M--	200	added ('OK')	image/png	etag:%2268ca8925-ba5f%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-newsletter-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home3/home3-newsletter-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:09	97838/97838	---M--	200	added ('OK')	image/png	etag:%2268ca8912-17e2e%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home4/home4-about-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home4/home4-about-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:09	223912/223912	---M--	200	added ('OK')	image/png	etag:%2268ca8914-36aa8%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home4/hom4-why-choose-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home4/hom4-why-choose-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:09	93178/93178	---M--	200	added ('OK')	image/png	etag:%2268ca8913-16bfa%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home4/home4-testimonial-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home4/home4-testimonial-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:10	341196/341196	---M--	200	added ('OK')	image/png	etag:%2268ca889a-534cc%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-popular-activity-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-popular-activity-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:10	66038/66038	---M--	200	added ('OK')	image/png	etag:%2268ca89a8-101f6%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home5/home5-testimonial-content-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home5/home5-testimonial-content-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:10	117625/117625	---M--	200	added ('OK')	image/png	etag:%2268ca88b4-1cb79%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home6/home6-about-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home6/home6-about-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:10	42012/42012	---M--	200	added ('OK')	image/png	etag:%2268ca88c9-a41c%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home6/home6-newletter-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home6/home6-newletter-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:11	8733/8733	---M--	200	added ('OK')	image/png	etag:%2268ca888e-221d%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-banner-bottom-shape.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-banner-bottom-shape.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:11	257/257	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ca89b0-101%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/vector/home7-banner-bottom-divider.svg	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/vector/home7-banner-bottom-divider.svg	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:11	78863/78863	---M--	200	added ('OK')	image/png	etag:%2268ca888a-1340f%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-destination-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-destination-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:11	9939/9939	---M--	200	added ('OK')	image/png	etag:%2268ca8887-26d3%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/about-img-shape.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/about-img-shape.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:11	1940/1940	---M--	200	added ('OK')	image/png	etag:%2268ca888f-794%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/about-counter-bg-shape2.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/about-counter-bg-shape2.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:12	2067/2067	---M--	200	added ('OK')	image/png	etag:%2268ca8887-813%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/about-counter-bg-shape.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/about-counter-bg-shape.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:12	11158/11158	---M--	200	added ('OK')	image/png	etag:%2268ca8888-2b96%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/offer-banner-img-shape2.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/offer-banner-img-shape2.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:12	73994/73994	---M--	200	added ('OK')	image/png	etag:%2268ca888f-1210a%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-activity-tab-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-activity-tab-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:12	78750/78750	---M--	200	added ('OK')	image/png	etag:%2268ca8894-1339e%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-newsletter-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home7/home7-newsletter-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:13	126813/126813	---M--	200	added ('OK')	image/png	etag:%2268ca88a7-1ef5d%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home8/home8-banner-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home8/home8-banner-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:13	16507/16507	---M--	200	added ('OK')	image/png	etag:%2268ca88a6-407b%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home8/home8-feature-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home8/home8-feature-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:13	10443/10443	---M--	200	added ('OK')	image/png	etag:%2268ca88ab-28cb%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home8/home8-contact-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home8/home8-contact-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:13	73042/73042	---M--	200	added ('OK')	image/png	etag:%2268ca894d-11d52%22	https://demo.egenslab.com/html/gofly/preview/assets/img/innerpages/breadcrumb-bg8.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/innerpages/breadcrumb-bg8.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:13	30230/30230	---M--	200	added ('OK')	image/png	etag:%2268ca8959-7616%22	https://demo.egenslab.com/html/gofly/preview/assets/img/innerpages/destination-dt-why-choose-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/innerpages/destination-dt-why-choose-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:14	1228/1228	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ca89d7-4cc%22	https://demo.egenslab.com/html/gofly/preview/assets/img/innerpages/icon/customer-gallery-cursor.svg	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/innerpages/icon/customer-gallery-cursor.svg	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:14	53575/53575	---M--	200	added ('OK')	image/png	etag:%2268ca893d-d147%22	https://demo.egenslab.com/html/gofly/preview/assets/img/innerpages/destination-dt-faq-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/innerpages/destination-dt-faq-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:14	69730/69730	---M--	200	added ('OK')	image/png	etag:%2268ca897a-11062%22	https://demo.egenslab.com/html/gofly/preview/assets/img/innerpages/visa-package-grid-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/innerpages/visa-package-grid-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:14	164497/164497	---M--	200	added ('OK')	image/png	etag:%2268ca8951-28291%22	https://demo.egenslab.com/html/gofly/preview/assets/img/innerpages/about-page-journey-bg.png	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/innerpages/about-page-journey-bg.png	(from https://demo.egenslab.com/html/gofly/preview/assets/css/style.css)
10:07:15	4145/4145	---MCZ	200	added ('OK')	text/css	etag:%2268ca8865-1031%22	https://demo.egenslab.com/html/gofly/preview/assets/css/nice-select.css	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/css/nice-select.css	(from https://demo.egenslab.com/html/gofly/preview/index.html)
10:07:15	11211/11211	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ca887d-2bcb%22	https://demo.egenslab.com/html/gofly/preview/assets/img/header-logo.svg	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/header-logo.svg	(from https://demo.egenslab.com/html/gofly/preview/index.html)
10:07:15	1503/1503	---MCZ	200	added ('OK')	image/svg+xml	etag:%2268ca89c0-5df%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home1/icon/whatsapp-icon.svg	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home1/icon/whatsapp-icon.svg	(from https://demo.egenslab.com/html/gofly/preview/index.html)
10:07:15	8506/8506	---MCZ	200	added ('OK')	image/svg+xml	etag:%2268ca89c1-213a%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home1/icon/mail-icon.svg	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home1/icon/mail-icon.svg	(from https://demo.egenslab.com/html/gofly/preview/index.html)
10:07:15	4698/4698	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ca89c4-125a%22	https://demo.egenslab.com/html/gofly/preview/assets/img/home1/icon/live-chat.svg	C:/Users/arifh/OneDrive/Desktop/Tours&Travels/demo.egenslab.com/html/gofly/preview/assets/img/home1/icon/live-chat.svg	(from https://demo.egenslab.com/html/gofly/preview/index.html)
